Lng,Lat,DOM,followers,totalPrice,square,kitchen,bathRoom,floor,constructionTime
116.410078,39.96471,16.0,38,485.0,59.81,1,1,6,1990
116.443376,39.899224,1.0,40,270.0,44.82,1,1,18,2006
116.435618,39.929172,18.0,25,611.0,69.17,1,1,6,2003
116.43131,39.95951,23.0,81,850.0,83.08,1,1,16,2002
116.439939,39.887883,1.0,1,240.0,54.33,1,1,6,1981
116.43343,39.958449,54.0,38,693.0,67.71,1,1,9,1996
116.446448,39.948327,25.0,95,382.0,49.33,1,1,12,1992
116.409688,39.958188,23.0,63,840.0,102.88,1,2,16,2006
116.43868,39.941436,59.0,30,853.5,142.25,1,2,22,2001
116.403511,39.872127,1.0,12,154.1,36.47,1,1,5,1979
116.433451,39.923705,1.0,30,445.0,79.67,1,1,9,2004
116.411359,39.964549,85.0,77,522.0,69.44,1,1,6,1988
116.426912,39.960779,153.0,39,372.0,40.57,1,1,6,1996
116.437847,39.933684,1.0,2,399.5,47.92,1,1,12,2003
116.435758,39.930641,1.0,67,400.0,69.33,1,1,5,1988
116.413714,39.950545,1.0,30,404.5,67.45,1,1,6,1985
116.432619,39.95859,1.0,0,875.0,176.96,1,2,10,2005
116.414582,39.941691,17.0,42,403.0,35.82,1,1,5,1985
116.412689,39.867798,1.0,0,130.0,36.05,1,1,20,1989
116.427853,39.966824,54.0,61,537.0,49.97,1,1,5,1983
116.423426,39.964365,17.0,33,525.0,50.93,1,1,6,1986
116.418876,39.968393,106.0,19,485.0,50.91,1,1,6,1983
116.443175,39.941889,1.0,2,321.0,65.5,1,1,14,1988
116.435236,39.90518,6.0,0,1195.0,202.38,1,2,7,1995
116.421433,39.911996,1.0,9,340.0,52.18,1,1,5,1980
116.414356,39.869475,1.0,3,317.0,90.7,1,1,13,2005
116.45208,39.904622,64.0,29,559.0,72.9,1,1,22,2004
116.426912,39.960779,1.0,0,315.0,55.12,1,1,6,1996
116.452901,39.901073,110.0,11,1050.0,126.48,1,2,14,2002
116.432142,39.902354,13.0,28,755.0,91.29,1,1,17,2004
116.434144,39.928568,33.0,10,650.0,71.68,1,1,8,2003
116.436303,39.92329,68.0,20,773.0,63.16,1,1,6,1994
116.421263,39.946757,25.0,21,946.0,76.53,1,1,10,2002
116.411885,39.87098,1.0,15,360.0,100.82,1,1,11,2002
116.447436,39.897461,40.0,22,528.0,62.31,1,1,6,1995
116.435879,39.901966,4.0,3,437.5,45.1,1,1,18,2004
116.432835,39.957774,66.0,58,439.0,55.81,1,1,19,2003
116.400766,39.875202,1.0,18,399.0,90.01,1,1,22,1999
116.448538,39.939798,125.0,35,520.0,60.11,1,1,6,1984
116.41696,39.953572,7.0,20,706.0,69.58,1,1,6,1982
116.440513,39.893796,14.0,47,442.0,51.15,1,1,6,1985
116.440513,39.893796,6.0,0,656.0,73.71,1,1,6,1985
116.45208,39.904622,47.0,20,600.0,79.0,1,1,22,2004
116.402567,39.869745,1.0,20,330.0,95.11,1,1,16,1999
116.443702,39.900208,15.0,69,609.0,64.54,1,1,18,2005
116.443438,39.905088,1.0,5,568.0,75.16,1,1,7,1990
116.443175,39.941889,1.0,21,440.0,53.31,1,1,6,1988
116.438026,39.898854,55.0,27,535.0,65.25,1,1,13,2003
116.448876,39.901694,1.0,10,273.0,66.35,1,1,27,2004
116.433321,39.906309,57.0,18,770.0,79.23,1,1,14,1980
116.442114,39.951182,59.0,127,628.0,61.39,1,1,14,1990
116.441716,39.946158,1.0,6,310.0,57.78,1,1,25,2003
116.441581,39.953001,1.0,0,297.0,61.95,1,1,6,1995
116.441446,39.943621,1.0,10,325.0,39.93,1,1,18,1991
116.428467,39.902511,46.0,6,500.0,70.25,1,1,16,2004
116.418746,39.940822,12.0,0,746.0,50.63,1,1,5,1982
116.442558,39.897106,9.0,0,582.0,64.68,1,1,15,2008
116.433321,39.906309,1.0,4,288.8,56.75,1,1,12,1980
116.428467,39.902511,1.0,4,783.0,138.64,1,2,11,2001
116.437841,39.948704,1.0,18,770.0,98.44,1,1,14,2002
116.43349,39.882446,45.0,31,524.0,81.8,1,1,6,1989
116.442114,39.951182,38.0,74,630.0,61.11,1,1,14,1990
116.411885,39.87098,1.0,18,395.0,100.82,1,1,11,2002
116.448876,39.901694,16.0,4,445.0,61.03,1,1,21,2004
116.442558,39.897106,1.0,9,320.0,63.08,1,1,15,2008
116.429768,39.898926,7.0,4,1170.0,125.67,1,2,14,2004
116.43164,39.904426,146.0,123,545.0,60.84,1,1,16,2006
116.432142,39.902354,1.0,16,687.0,82.02,1,1,12,2005
116.415072,39.968084,1.0,6,332.0,63.36,1,1,14,1988
116.437847,39.933684,1.0,1,575.0,86.1,1,1,10,2003
116.421263,39.946757,1.0,3,515.0,76.04,1,1,10,2003
116.414452,39.866869,23.0,15,660.0,147.91,1,2,21,2002
116.414432,39.977111,43.0,16,263.0,37.75,1,1,20,1993
116.442531,39.89667,216.0,281,886.0,81.74,1,1,16,2008
116.452901,39.901073,1.0,9,480.0,110.95,1,1,22,2002
116.428467,39.902511,3.0,1,456.0,59.38,1,1,16,2004
116.421263,39.946757,1.0,1,560.0,76.53,1,1,11,2002
116.438112,39.949359,1.0,0,750.0,131.02,1,2,14,2002
116.414356,39.869475,1.0,12,200.0,61.02,1,1,9,2005
116.411885,39.87098,1.0,0,495.0,125.11,1,1,11,2002
116.4515,39.904606,153.0,81,415.0,60.4,1,1,21,2005
116.429492,39.889664,1.0,29,149.5,27.82,1,1,6,1970
116.404305,39.958064,1.0,1,195.0,41.73,1,1,6,1988
116.426912,39.960779,4.0,0,510.0,40.75,1,1,6,1996
116.448876,39.901694,1.0,0,171.0,63.35,1,1,27,2004
116.432142,39.902354,13.0,10,621.0,61.37,1,1,16,2002
116.438112,39.949359,56.0,15,513.0,61.42,1,1,11,2002
116.416187,39.969551,1.0,2,184.1,41.23,1,1,6,1994
116.429427,39.948563,8.0,25,464.0,46.36,1,1,6,1993
116.411359,39.964549,126.0,197,710.0,75.43,1,1,18,1999
116.444345,39.945375,39.0,13,598.0,58.98,1,1,5,1981
116.434144,39.892211,31.0,13,476.3,46.84,1,1,6,1993
116.448477,39.890787,1.0,7,387.0,57.02,1,1,5,1980
116.444857,39.954789,1.0,0,557.0,98.15,1,1,26,2002
116.452836,39.950077,1.0,0,450.0,210.45,1,1,27,2004
116.418443,39.866651,1.0,10,175.0,43.12,1,1,6,1982
116.399108,39.876842,4.0,5,530.0,62.0,1,1,22,2010
116.429949,39.963187,1.0,12,325.0,61.49,1,1,18,1993
116.443355,39.90268,1.0,1,480.0,75.44,1,1,12,2005
116.444673,39.880008,1.0,4,367.0,97.55,1,1,14,2004
116.435055,39.941656,128.0,36,426.0,47.87,1,1,7,2003
116.417962,39.949228,47.0,15,543.0,55.13,1,1,6,1988
116.446477,39.893996,1.0,12,260.0,36.34,1,1,6,1991
116.428467,39.902511,25.0,56,700.0,75.12,1,1,16,2004
116.438583,39.918353,19.0,40,780.0,72.36,1,1,16,1992
116.426526,39.964952,4.0,0,520.0,52.64,1,1,11,1990
116.437956,39.926419,1.0,0,300.0,74.38,1,1,15,2006
116.432142,39.902354,1.0,13,700.0,82.11,1,1,12,2005
116.44905,39.903129,80.0,162,985.0,125.14,1,2,16,2004
116.45208,39.904622,105.0,49,620.0,79.78,1,1,18,2004
116.442114,39.951182,1.0,6,480.0,64.78,1,1,14,1990
116.414356,39.869475,7.0,8,315.0,61.02,1,1,9,2005
116.41524,39.876518,1.0,11,280.5,69.06,1,1,6,1980
116.419288,39.94506,1.0,1,406.0,48.0,1,1,6,1985
116.421058,39.93627,1.0,6,375.0,47.5,1,1,5,1970
116.441521,39.895226,1.0,5,340.0,62.28,1,1,6,1985
116.411331,39.92122,1.0,5,486.0,59.84,1,1,6,1988
116.45208,39.904622,34.0,31,510.0,65.08,1,1,22,2004
116.437281,39.918733,1.0,4,429.4,58.55,1,1,16,1992
116.414971,39.934043,1.0,0,326.5,93.18,1,1,10,1995
116.403478,39.963248,22.0,28,710.0,61.73,1,1,6,1983
116.404412,39.952825,1.0,10,239.0,44.86,1,1,5,1988
116.439371,39.896367,78.0,9,650.0,83.64,1,1,17,1999
116.399108,39.876842,5.0,0,2230.0,205.36,1,2,21,2010
116.447756,39.896508,13.0,0,493.0,52.13,1,1,6,2004
116.399108,39.876842,1.0,0,230.0,60.86,1,1,22,2010
116.413053,39.962564,84.0,17,353.0,33.0,1,1,6,1982
116.428467,39.902511,196.0,128,650.0,75.29,1,1,16,2004
116.418248,39.964378,123.0,32,480.0,58.0,1,1,5,1986
116.443702,39.900208,45.0,20,438.0,57.0,1,1,18,2005
116.444619,39.881579,45.0,22,558.0,62.79,1,1,16,2004
116.414432,39.977111,1.0,4,295.0,59.79,1,1,18,1996
116.414549,39.97239,1.0,1,320.0,65.59,1,1,16,1994
116.446448,39.948327,66.0,48,290.0,46.62,1,1,12,1990
116.400766,39.875202,66.0,63,525.0,74.36,1,1,22,1999
116.411858,39.869364,1.0,16,289.0,77.48,1,1,12,2009
116.441654,39.912197,1.0,11,323.0,47.58,1,1,14,1989
116.448783,39.894213,1.0,0,915.0,146.95,1,2,23,2005
116.448876,39.901694,1.0,0,249.0,63.35,1,1,19,2004
116.431111,39.892729,63.0,48,378.0,39.45,1,1,6,1985
116.420099,39.901616,20.0,40,665.0,53.04,1,1,6,2003
116.432388,39.95399,1.0,0,413.9,83.87,1,1,13,2003
116.432008,39.949336,8.0,17,445.0,46.64,1,1,6,1985
116.444721,39.890475,1.0,52,420.0,82.28,1,1,6,1992
116.434144,39.928568,6.0,26,1014.0,91.64,1,1,16,2003
116.416543,39.869811,1.0,0,560.0,236.0,1,3,11,2005
116.445042,39.894679,104.0,38,400.0,32.34,1,1,12,2002
116.43191,39.919202,54.0,93,392.0,42.26,1,1,6,1990
116.42911,39.956494,58.0,28,510.0,60.68,1,1,6,1994
116.413053,39.962564,1.0,7,205.0,42.0,1,1,6,1988
116.400105,39.869503,76.0,110,524.0,86.68,1,1,12,2011
116.416214,39.906904,1.0,12,460.0,66.47,1,1,16,1990
116.435055,39.941656,1.0,0,410.0,81.75,1,1,6,2003
116.4515,39.904606,1.0,13,230.0,66.01,1,1,21,2005
116.431098,39.927369,1.0,0,74.8,7.8,0,0,1,2010
116.429768,39.898926,82.0,41,690.0,78.42,1,1,14,2004
116.453086,39.898397,46.0,16,480.0,68.19,1,1,23,2009
116.417991,39.956806,1.0,15,355.0,66.33,1,1,16,1994
116.455654,39.898084,8.0,32,500.0,61.61,1,1,28,2009
116.443702,39.900208,1.0,2,225.0,48.94,1,1,18,2005
116.418938,39.946011,22.0,31,795.0,67.31,1,1,6,2003
116.416859,39.870147,1.0,23,295.0,61.5,1,1,6,1985
116.437599,39.930061,3.0,0,928.0,132.31,1,2,11,2009
116.399108,39.876842,1.0,0,600.0,91.98,1,1,22,2010
116.429949,39.963187,36.0,1,829.0,83.27,1,1,17,1998
116.455654,39.898084,102.0,165,410.0,51.04,1,1,29,2009
116.422649,39.925049,54.0,5,560.0,47.59,1,1,5,1986
116.455654,39.898084,39.0,76,628.0,63.75,1,1,18,2009
116.450277,39.950513,1.0,0,350.0,82.51,1,1,20,1992
116.447331,39.941506,1.0,21,563.0,102.98,1,1,24,2000
116.412788,39.958761,2.0,0,608.0,69.0,1,1,18,1993
116.412788,39.958761,1.0,57,440.0,75.06,1,1,18,1988
116.446448,39.948327,113.0,15,302.5,49.33,1,1,12,1992
116.445042,39.894679,1.0,1,775.0,132.83,1,2,18,2002
116.433321,39.906309,1.0,67,325.0,61.04,1,1,14,1980
116.407434,39.93199,238.0,95,595.0,58.62,1,1,3,1985
116.427853,39.966824,1.0,4,312.0,60.59,1,1,6,1988
116.413838,39.895714,1.0,22,277.0,43.21,1,1,6,2000
116.444721,39.890475,40.0,29,660.0,78.24,1,1,4,1960
116.444502,39.935082,10.0,3,483.0,54.95,1,1,5,1988
116.433321,39.906309,1.0,12,250.0,55.1,1,1,14,1980
116.433837,39.927496,1.0,5,520.0,57.27,1,1,5,1990
116.420117,39.907532,4.0,11,585.0,53.29,1,1,13,1979
116.414582,39.941691,24.0,67,758.0,63.73,1,1,5,1985
116.440513,39.893796,1.0,0,318.0,64.88,1,1,6,1983
116.429917,39.954479,1.0,1,324.0,52.67,1,1,6,1983
116.411368,39.929449,10.0,25,664.0,73.44,1,1,5,1985
116.418443,39.866651,1.0,19,213.0,62.97,1,1,6,1983
116.426912,39.960779,1.0,0,250.0,40.58,1,1,6,1996
116.444345,39.945375,15.0,27,568.0,56.48,1,1,5,1983
116.411885,39.87098,23.0,18,900.0,167.26,1,2,11,2002
116.414452,39.866869,28.0,34,223.0,46.23,1,1,6,1990
116.440513,39.893796,175.0,109,454.0,49.72,1,1,3,1965
116.435931,39.919,1.0,13,207.0,41.08,1,1,6,1990
116.437896,39.901842,1.0,6,465.0,80.88,1,1,18,2003
116.421263,39.946757,1.0,0,575.0,74.75,1,1,11,2003
116.419045,39.868693,23.0,0,295.0,36.56,1,1,6,1982
116.423295,39.902249,43.0,15,780.0,112.97,1,1,18,2000
116.437705,39.898038,1.0,5,727.8,123.73,1,2,12,2005
116.443702,39.900208,32.0,4,358.0,50.86,1,1,18,2005
116.426966,39.929506,1.0,0,1350.0,167.55,2,1,14,2008
116.437705,39.898038,1.0,3,580.0,96.58,1,1,15,2005
116.410078,39.96471,1.0,0,290.0,58.02,1,1,6,1990
116.432835,39.957774,107.0,69,958.0,102.57,1,1,19,2003
116.416214,39.906904,148.0,141,530.0,54.08,1,1,16,1979
116.441193,39.900437,1.0,0,738.0,116.75,1,1,10,2006
116.402185,39.961265,1.0,66,525.0,66.03,1,1,11,1992
116.444673,39.880008,1.0,72,293.0,60.8,1,1,16,2004
116.422213,39.968073,7.0,6,380.8,44.94,1,1,6,1996
116.433777,39.886218,4.0,12,382.0,46.99,1,1,6,2000
116.43349,39.882446,1.0,43,319.0,62.4,1,1,6,1989
116.400533,39.962226,51.0,13,578.0,54.38,1,1,6,1980
116.42097,39.872978,1.0,2,208.0,68.98,1,1,6,1980
116.434144,39.892211,1.0,1,210.0,54.87,1,1,6,1993
116.433451,39.923705,37.0,0,660.0,68.0,1,1,16,2004
116.441446,39.943621,126.0,44,403.0,47.0,1,1,18,1990
116.441716,39.946158,1.0,1,690.0,164.75,1,2,25,2003
116.421058,39.93627,1.0,0,165.0,45.88,1,1,5,1985
116.441521,39.895226,1.0,3,280.0,69.43,1,1,16,2007
116.448623,39.945062,46.0,16,580.0,45.0,1,1,22,2007
116.447756,39.896508,46.0,9,480.0,52.13,1,1,6,2004
116.427853,39.966824,1.0,17,352.0,64.64,1,1,4,1979
116.452323,39.900479,7.0,12,520.0,59.42,1,1,16,1980
116.41696,39.953572,238.0,20,735.0,57.0,1,1,5,1982
116.43343,39.958449,39.0,5,550.0,59.04,1,1,16,1993
116.407868,39.95802,31.0,22,440.0,56.88,1,1,7,1989
116.411359,39.964549,1.0,10,360.0,50.35,1,1,6,1988
116.437896,39.901842,6.0,0,548.0,48.54,1,1,18,2003
116.416543,39.869811,34.0,0,908.0,121.0,1,2,11,2005
116.421081,39.904828,1.0,36,845.0,115.15,1,2,15,2006
116.408381,39.874173,20.0,9,550.0,84.46,1,1,12,2003
116.418443,39.866651,1.0,1,173.0,54.85,1,1,6,1984
116.432388,39.95399,34.0,2,640.0,63.06,1,1,13,2003
116.419045,39.868693,1.0,7,180.0,52.66,1,1,6,1985
116.440513,39.893796,51.0,0,590.0,72.08,1,1,3,1965
116.43868,39.941436,55.0,12,1080.0,176.03,1,2,22,2001
116.433451,39.923705,1.0,0,330.0,55.1,1,1,16,2004
116.4515,39.904606,179.0,144,910.0,112.0,1,2,21,2003
116.438069,39.937117,1.0,15,358.0,53.81,1,1,6,1988
116.444345,39.945375,15.0,26,638.0,50.13,1,1,6,1983
116.428536,39.952325,1.0,20,330.0,57.55,1,1,6,1991
116.411359,39.964549,1.0,16,350.0,82.22,1,1,5,1988
116.429885,39.954649,5.0,15,524.0,41.19,1,1,6,1988
116.437676,39.950331,1.0,9,660.0,74.25,1,1,6,2002
116.434287,39.952814,1.0,1,343.8,57.5,1,1,6,1993
116.445562,39.904849,92.0,71,1010.0,182.0,1,2,13,2000
116.404392,39.948535,1.0,3,196.5,35.68,1,1,5,1985
116.440513,39.893796,21.0,36,328.0,31.33,1,1,4,1970
116.426375,39.880114,448.0,265,577.0,64.63,1,1,12,1970
116.43349,39.882446,119.0,131,446.0,63.97,1,1,6,1989
116.446847,39.904164,1.0,1,183.0,38.52,1,1,6,1980
116.41148,39.94551,42.0,72,850.0,75.68,1,1,6,1985
116.420099,39.901616,1.0,0,133.0,31.62,1,1,7,2004
116.41914,39.928339,80.0,80,763.0,91.33,1,1,6,1990
116.417991,39.956806,1.0,5,480.0,80.96,1,1,6,1998
116.42911,39.956494,1.0,4,309.0,60.35,1,1,6,1985
116.447756,39.896508,59.0,82,490.0,69.81,1,1,6,2004
116.406799,39.876431,110.0,208,371.0,50.01,1,1,6,1983
116.400533,39.962226,25.0,2,658.0,57.96,1,1,5,1980
116.441446,39.943621,1.0,0,315.0,57.98,1,1,18,1991
116.435758,39.930641,77.0,17,335.5,43.07,1,1,6,1992
116.423426,39.964365,5.0,0,770.0,64.0,1,1,5,1985
116.421118,39.870943,30.0,45,518.0,60.98,1,1,6,1994
116.413556,39.931842,26.0,46,750.0,57.07,1,1,6,1990
116.412788,39.958761,27.0,45,527.0,64.26,1,1,18,1993
116.45208,39.904622,1.0,2,258.0,60.57,1,1,22,2004
116.406799,39.876431,76.0,68,335.0,54.33,1,1,6,1982
116.434007,39.946351,1.0,6,374.5,66.92,1,1,14,2003
116.414015,39.959857,1.0,0,370.0,162.24,1,3,12,1994
116.443355,39.90268,1.0,1,685.0,112.34,1,1,12,2003
116.415072,39.968084,1.0,1,403.0,84.47,1,1,14,1988
116.399108,39.876842,95.0,100,1030.0,92.25,1,1,22,2010
116.438272,39.91638,13.0,0,1592.0,158.92,1,2,23,2002
116.416543,39.869811,35.0,141,685.0,93.76,1,1,11,2005
116.43349,39.882446,61.0,79,499.0,57.73,1,1,6,1988
116.420099,39.901616,1.0,0,119.8,29.47,1,1,7,2004
116.413838,39.895714,10.0,21,430.0,61.76,1,1,4,2002
116.43343,39.958449,6.0,12,768.0,67.71,1,1,9,1996
116.446448,39.948327,56.0,75,393.6,49.33,1,1,12,1992
116.432835,39.957774,1.0,2,250.0,55.81,1,1,20,2003
116.404263,39.944,1.0,11,503.0,59.63,1,1,5,1985
116.445042,39.894679,1.0,40,281.0,56.29,1,1,12,2002
116.424796,39.956911,109.0,129,817.0,116.74,1,1,6,2005
116.437847,39.933684,56.0,62,880.0,71.2,1,1,12,2003
116.416543,39.869811,1.0,6,325.0,84.96,1,1,9,2005
116.411359,39.964549,1.0,23,288.0,54.4,1,1,6,1988
116.441716,39.946158,1.0,1,325.0,90.04,1,1,26,2003
116.428467,39.902511,36.0,52,621.0,80.74,1,1,16,2004
116.412797,39.867179,82.0,153,408.0,79.39,1,1,18,1990
116.437956,39.926419,1.0,15,568.0,74.95,1,1,16,2003
116.414359,39.924443,33.0,9,523.0,61.37,1,1,6,1989
116.409688,39.958188,145.0,184,365.0,36.31,1,1,17,2006
116.414991,39.965726,149.0,145,525.0,63.73,1,1,6,1990
116.448623,39.945062,1.0,1,532.0,68.39,1,1,17,2008
116.448783,39.894213,26.0,20,975.0,108.5,1,2,23,2005
116.447436,39.897461,107.0,54,610.0,102.9,1,1,6,1995
116.414452,39.866869,120.0,123,525.0,113.3,1,1,14,2001
116.444451,39.943033,105.0,33,480.0,49.69,1,1,5,1979
116.448812,39.949362,1.0,68,620.0,111.06,1,2,5,1996
116.416214,39.906904,1.0,0,100.0,64.08,1,1,12,1979
116.435055,39.941656,115.0,144,965.0,82.95,1,1,6,2002
116.396844,39.872512,3.0,8,333.8,48.21,1,1,6,1992
116.4515,39.904606,39.0,56,560.0,66.17,1,1,21,2004
116.434355,39.933559,25.0,6,920.0,84.76,1,1,6,2003
116.426912,39.960779,48.0,59,459.0,40.57,1,1,6,1996
116.432937,39.951953,6.0,3,1165.0,126.67,1,2,8,2003
116.432142,39.902354,104.0,50,620.0,58.05,1,1,16,2005
116.448477,39.890787,23.0,34,450.0,49.93,1,1,5,1980
116.437847,39.933684,1.0,21,660.0,85.88,1,1,12,2003
116.403511,39.872127,5.0,41,369.0,58.07,1,1,6,1983
116.445401,39.889503,1.0,19,348.0,78.38,1,1,5,1965
116.415004,39.928961,113.0,202,524.0,58.0,1,1,6,1985
116.420952,39.874393,1.0,0,179.0,40.85,1,1,6,1982
116.447783,39.94387,25.0,0,1190.0,98.0,1,2,22,2003
116.435,39.963418,104.0,29,498.0,50.21,1,1,5,1980
116.437956,39.926419,7.0,0,750.0,75.42,1,1,16,2003
116.440069,39.902423,1.0,0,745.0,189.37,1,2,10,2003
116.444518,39.939961,160.0,73,680.0,72.31,1,2,6,1985
116.443702,39.900208,87.0,98,738.0,83.26,1,1,18,2005
116.442531,39.89667,1.0,20,750.0,92.89,1,1,16,2008
116.421118,39.870943,11.0,0,395.0,50.98,1,1,9,1994
116.410078,39.96471,18.0,2,487.8,58.02,1,1,6,1990
116.434144,39.892211,18.0,30,720.0,84.5,1,2,6,1993
116.437847,39.933684,1.0,1,397.0,70.83,1,1,10,2003
116.403511,39.872127,53.0,38,378.0,62.8,1,1,6,1985
116.419086,39.945744,47.0,63,840.0,69.16,1,1,6,2003
116.400105,39.869503,15.0,0,483.0,64.84,1,1,12,2011
116.416543,39.869811,1.0,17,245.0,52.85,1,1,9,2005
116.455654,39.898084,1.0,33,300.0,51.27,1,1,29,2009
116.409688,39.958188,62.0,25,337.0,57.26,1,1,19,2006
116.407868,39.95802,1.0,0,168.0,68.81,1,1,6,1995
116.433722,39.926854,8.0,18,668.0,52.43,1,1,6,2003
116.432862,39.948968,1.0,0,370.0,60.44,1,1,14,2003
116.435611,39.948432,67.0,68,760.0,71.17,1,1,11,2002
116.400687,39.872287,1.0,8,259.0,75.48,1,1,15,2007
116.403697,39.873155,123.0,116,369.0,89.11,1,1,6,1994
116.41449,39.879802,44.0,170,377.0,49.35,1,1,6,1970
116.421118,39.870943,1.0,3,330.0,61.12,1,1,6,1994
116.429352,39.904538,1.0,11,306.0,61.99,1,1,16,2006
116.400105,39.869503,30.0,44,736.0,147.76,1,1,18,2000
116.452323,39.900479,88.0,1,603.8,69.27,1,1,16,1980
116.446448,39.948327,87.0,10,320.0,49.39,1,1,12,1992
116.414359,39.924443,1.0,6,259.0,45.73,1,1,6,1989
116.402772,39.959887,116.0,55,730.0,79.41,1,1,6,1992
116.427002,39.962219,13.0,59,650.0,57.02,1,1,6,1996
116.403644,39.876598,1.0,1,199.0,52.87,1,1,6,1979
116.425856,39.90406,1.0,3,404.0,73.45,1,1,16,2008
116.420099,39.901616,5.0,11,260.0,29.76,1,1,7,2004
116.445818,39.945717,1.0,13,343.0,56.03,1,1,5,1986
116.443702,39.900208,1.0,6,453.0,88.18,1,1,18,2005
116.434583,39.931714,66.0,76,773.0,81.32,1,1,6,2003
116.432142,39.902354,1.0,14,318.0,60.06,1,1,17,2005
116.411885,39.87098,1.0,1,256.0,72.91,1,1,11,2002
116.421081,39.904828,4.0,3,1750.0,156.99,1,2,10,2004
116.407868,39.95802,1.0,14,520.0,79.89,1,1,6,1990
116.433321,39.906309,1.0,12,255.0,59.97,1,1,14,1980
116.404199,39.954132,96.0,19,360.0,40.29,1,1,6,1985
116.407868,39.95802,5.0,27,418.0,39.83,1,1,6,1979
116.414006,39.876414,11.0,28,585.0,98.0,1,1,6,1999
116.399108,39.876842,1.0,0,348.0,78.05,1,1,22,2010
116.444857,39.954789,1.0,2,400.0,45.86,1,1,27,2004
116.435055,39.941656,1.0,0,297.0,61.55,1,1,5,2002
116.437956,39.926419,1.0,24,535.0,91.16,1,1,16,2003
116.432142,39.902354,1.0,4,725.0,112.93,1,1,15,2008
116.418248,39.964378,1.0,0,200.0,32.49,1,1,5,1986
116.434144,39.892211,5.0,9,420.0,47.56,1,1,6,1993
116.43343,39.958449,1.0,13,418.0,67.75,1,1,6,1996
116.442022,39.893339,1.0,6,311.0,50.36,1,1,5,1979
116.414015,39.959857,1.0,0,408.0,162.24,1,1,12,1994
116.444278,39.938213,86.0,37,322.0,44.7,1,1,7,1990
116.42313,39.922524,1.0,1,395.0,69.44,1,1,6,1989
116.442531,39.89667,125.0,136,670.0,60.49,1,1,16,2008
116.421081,39.904828,68.0,14,1244.0,123.21,1,2,15,2006
116.41696,39.953572,1.0,2,366.0,57.65,1,1,5,1982
116.448876,39.901694,150.0,115,533.0,60.51,1,1,27,2004
116.4515,39.904606,1.0,2,498.0,112.0,1,1,21,2003
116.43868,39.941436,22.0,0,1180.0,208.78,1,3,22,2001
116.432862,39.948968,61.0,27,1155.0,116.78,1,1,14,2003
116.432142,39.902354,1.0,18,630.0,80.55,1,1,16,2004
116.444619,39.881579,1.0,1,345.0,62.79,1,1,16,2007
116.435611,39.948432,28.0,100,780.0,78.12,1,1,14,2002
116.4158,39.922472,1.0,18,325.0,47.41,1,1,4,1985
116.409433,39.880653,1.0,0,200.0,50.29,1,1,6,1982
116.439371,39.896367,1.0,0,327.0,55.15,1,1,17,1999
116.427002,39.962219,1.0,31,394.5,58.18,1,1,6,1996
116.418047,39.876106,1.0,38,258.0,41.95,1,1,6,1995
116.418938,39.946011,1.0,3,546.0,69.43,1,1,6,2002
116.455654,39.898084,15.0,31,440.0,49.45,1,1,18,2009
116.437847,39.933684,117.0,53,841.0,71.37,1,1,21,2003
116.432142,39.902354,1.0,9,559.0,59.65,1,1,12,2005
116.402567,39.869745,4.0,0,455.0,77.79,1,1,16,1999
116.441716,39.946158,1.0,3,415.0,80.76,1,1,26,2003
116.430437,39.890343,1.0,28,315.0,65.89,1,1,6,1987
116.41545,39.97708,31.0,18,375.0,47.5,1,1,6,1996
116.444721,39.890475,1.0,0,220.0,42.1,1,1,6,1992
116.405554,39.870561,1.0,3,324.0,79.88,1,1,21,1993
116.433321,39.906309,12.0,17,380.0,41.16,1,1,12,1984
116.41545,39.97708,15.0,1,613.0,65.82,1,1,6,1996
116.444857,39.954789,76.0,43,795.0,70.05,1,1,27,2004
116.430798,39.923454,1.0,0,298.0,20.1,0,0,1,1980
116.420099,39.901616,2.0,0,300.0,28.66,1,1,7,2004
116.452901,39.901073,132.0,47,878.0,110.95,1,1,22,2002
116.432835,39.957774,54.0,48,480.0,55.81,1,1,21,2003
116.437847,39.933684,40.0,43,915.0,71.68,1,1,21,2003
116.448783,39.894213,1.0,0,473.8,79.56,1,1,23,2006
116.418876,39.968393,19.0,22,622.0,57.1,1,1,6,1983
116.443318,39.942275,1.0,1,233.0,50.81,1,1,10,2003
116.4515,39.904606,1.0,2,690.0,155.47,1,2,21,2003
116.434254,39.935275,29.0,1,870.0,68.42,1,1,6,2003
116.434287,39.952814,1.0,4,383.0,57.12,1,1,6,1993
116.421263,39.946757,21.0,48,936.0,98.6,1,1,10,2003
116.414452,39.866869,88.0,136,315.0,48.98,1,1,6,1995
116.434355,39.933559,8.0,0,1180.0,118.76,1,2,6,2003
116.414452,39.866869,29.0,108,560.0,91.08,1,1,21,1995
116.420099,39.901616,1.0,4,140.0,28.28,1,1,7,2004
116.417991,39.956806,1.0,35,310.0,61.16,1,1,12,1990
116.4471,39.879796,12.0,15,1150.0,146.41,1,2,17,2004
116.407868,39.95802,1.0,0,415.0,45.37,1,1,6,1990
116.418047,39.876106,1.0,4,233.5,56.79,1,1,5,1980
116.429352,39.904538,101.0,183,718.5,103.7,1,1,16,2006
116.417962,39.949228,20.0,46,540.0,42.67,1,1,6,1988
116.428467,39.902511,5.0,52,223.0,22.06,0,0,16,2004
